address,contact,cuisines,event_date,event_desc,event_name,facility,featured_collections,geo_location_lat,geo_location_long,known_for,link,name,price_beer,price_two,price_two_comp,rating,timetable,votes,what_people_love_here
"78, Chogm Road, Porvorim, Sangolda, Penha de Franca, Goa",+91 8322411959,"Biryani, North Indian, Momos, Kebab",,,,"Full Bar Available,Indoor Seating,Desserts and Bakes,Serves Cocktails,Wifi,Table Reservation Not Required",,15.5427192370,73.8107188046,,https://www.zomato.com/goa/sua-casa-restaurant-penha-de-franca,Sua Casa Restaurant,Cash,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,3.1,"[['Mon', '11:15am – 4pm, 7pm – 11:30pm'], ['Tue', '11:15am – 4pm, 7pm – 11:30pm'], ['Wed', '11:15am – 4pm, 7pm – 11:30pm'], ['Thu', '11:15am – 4pm, 7pm – 11:30pm'], ['Fri', '11:15am – 12midnight'], ['Sat', '11:15am – 12midnight'], ['Sun', '11:15am – 12midnight']]",31,
"Plot 116, Khatipura Tiraya, Jhotwara Road, Khatipura Road, Jaipur","+91 9983317271,  0141 4082121","North Indian, Rajasthani, Continental",,,,"Serves Non Veg,Full Bar Available,Indoor Seating,Table Reservation Not Required,Outdoor Seating",,26.9252760024,75.7457388192,,https://www.zomato.com/jaipur/kigelia-court-royal-heritage-haveli-khatipura-road,Kigelia Court - Royal Heritage Haveli,150,"2,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,3.3,"[['Mon', '12noon – 3pm, 7pm – 10:30pm'], ['Tue', '12noon – 3pm, 7pm – 10:30pm'], ['Wed', '12noon – 3pm, 7pm – 10:30pm'], ['Thu', '12noon – 3pm, 7pm – 10:30pm'], ['Fri', '12noon – 3pm, 7pm – 10:30pm'], ['Sat', '12noon – 3pm, 7pm – 10:30pm'], ['Sun', '12noon – 3pm, 7pm – 10:30pm']]",9,
"19, Khan Market, New Delhi","011 43563122,  011 43563133","Asian, Chinese, Japanese, Thai",,,,"Home Delivery,Full Bar Available,Indoor Seating,Smoking Area,Table booking recommended",",Pan-Asian Delicacies",28.6000627731,77.2269689664,Wide range of Pan Asian cuisine,https://www.zomato.com/ncr/side-wok-khan-market-new-delhi,Side Wok,265,"2,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.0,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",807,"Food,Service,Look & Feel"
"M-72, 1st Floor, M Block Market, Greater Kailash 2 (GK 2), New Delhi",+91 9999003064,"North Indian, Continental, Street Food, Chinese, Italian",,,,"Home Delivery,Full Bar Available,Live Sports Screening,Indoor Seating,Table reservation required,Live Entertainment,Nightlife,Live Music",",Best of Delhi NCR",28.5329681929,77.2432707623,,https://www.zomato.com/ncr/street-9-bar-lounge-greater-kailash-gk-2-new-delhi,Street 9 Bar & Lounge,Cash,"1,500",6 pints of beer + 2 appetizers,4.6,"[['Mon', '12noon – 2am'], ['Tue', '12noon – 2am'], ['Wed', '12noon – 2am'], ['Thu', '12noon – 2am'], ['Fri', '12noon – 2am'], ['Sat', '12noon – 2am'], ['Sun', '12noon – 2am']]",293,"Food,Service,Look & Feel"
"F-12-13, 2nd Floor, Inner Circle, F Block, Connaught Place, New Delhi","+91 7303502271,  +91 7303502218","North Indian, Chinese, Fast Food",,,,"Home Delivery,Full Bar Available,Dance Floor,Nightlife,Live Music,Table booking recommended,Live Sports Screening,Valet Parking Available,Outdoor Seating,Indoor Seating,Above 18 Only,Smoking Area",,28.6315552732,77.2205464169,,https://www.zomato.com/ncr/tafree-cafe-terrace-bar-connaught-place-new-delhi,Tafree Cafe & Terrace Bar,165,"1,500",6 pints of beer + 2 appetizers,3.9,"[['Mon', '11am – 1am'], ['Tue', '11am – 1am'], ['Wed', '11am – 1am'], ['Thu', '11am – 1am'], ['Fri', '11am – 1am'], ['Sat', '11am – 1am'], ['Sun', '11am – 1am']]",738,"Food,Service,Look & Feel"
"Roseate House, Asset 10, Hospitality District, Aerocity, New Delhi","+91 9999031745,  011 71558825","European, Oriental, North Indian",,,,"Breakfast,Wheelchair Accessible,Full Bar Available,Table booking recommended,4/5 Star,Buffet,Luxury Dining,Indoor Seating,Brunch,Valet Parking Available",",Great Buffets,Luxury Dining",28.5508010000,77.1215950000,,https://www.zomato.com/ncr/del-roseate-house-aerocity-new-delhi,DEL - Roseate House,295,"3,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.1,"[['Mon', '24 Hours'], ['Tue', '24 Hours'], ['Wed', '24 Hours'], ['Thu', '24 Hours'], ['Fri', '24 Hours'], ['Sat', '24 Hours'], ['Sun', '24 Hours']]",896,"Food,Service,Look & Feel"
"M-32, 2nd Floor, Greater Kailash (GK) 1, New Delhi","+91 8527646012,  011 49053560","North Indian, Continental, Italian, Finger Food",,,,"Home Delivery,Wheelchair Accessible,Full Bar Available,Live Sports Screening,Indoor Seating,Table booking recommended,Nightlife,Live Music,Smoking Area,Wifi",,28.5494439773,77.2366584465,,https://www.zomato.com/ncr/elation-greater-kailash-gk-1-new-delhi,Elation,175,"1,500",6 pints of beer + 2 appetizers,4.4,"[['Mon', '11:30am – 1am'], ['Tue', '11:30am – 1am'], ['Wed', '11:30am – 1am'], ['Thu', '11:30am – 1am'], ['Fri', '11:30am – 1am'], ['Sat', '11:30am – 1am'], ['Sun', '11:30am – 1am']]",511,"Food,Service,Look & Feel"
"30-A, Hauz Khas Village, New Delhi","+91 8130733550,  +91 8130200666","Continental, Tex-Mex",,,,"Full Bar Available,Live Sports Screening,Indoor Seating,Table booking recommended,Wifi,Nightlife,Outdoor Seating,Above 18 Only,Smoking Area",",Ladies Night Out",28.5540002156,77.1943442523,Assorted Tex Mex dishes with live music in the evenings,https://www.zomato.com/ncr/maquina-hauz-khas-village-new-delhi,Maquina,275,"1,800",6 pints of beer + 2 appetizers,4.2,"[['Mon', '12noon – 1am'], ['Tue', '12noon – 1am'], ['Wed', '12noon – 1am'], ['Thu', '12noon – 1am'], ['Fri', '12noon – 1am'], ['Sat', '12noon – 1am'], ['Sun', '12noon – 1am']]",942,"Food,Service,Look & Feel"
"Pacific Mall, Tagore Garden, New Delhi",011 45647869,"Italian, Pizza, American",,,,"Full Bar Available,Mall Parking,Indoor Seating",,28.6425077397,77.1064157411,,https://www.zomato.com/ncr/jamie-olivers-italian-tagore-garden-new-delhi,Jamie Oliver's Italian,250,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.1,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",1976,"Food,Service,Look & Feel"
"SCF 146/37, HUDA Complex, Delhi Badarpur Border, Near Main Mathura Road, Sector 37, Faridabad","0129 2272505,  0129 2272506","North Indian, Chinese",,,,"Home Delivery,Full Bar Available,Table reservation required,Indoor Seating",,28.4803741929,77.3105807975,,https://www.zomato.com/ncr/le-chef-restro-bar-sector-37-faridabad,Le Chef Restro Bar,139,"1,100",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,3.8,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",196,"Food,Look & Feel"
"A-15, Block A, Najafgarh Road, Vishal Enclave, Rajouri Garden, New Delhi","+91 9599097922,  +91 9599097911","North Indian, Chinese, Fast Food, Italian",,,,"Serves Alcohol,Free Parking,Nightlife,Gastro Pub,Live Music,Smoking Area,Live Entertainment,Valet Parking Available,Outdoor Seating,Indoor Seating,Table booking recommended",,28.6485961340,77.1235275641,,https://www.zomato.com/ncr/the-drunk-horses-pub-rajouri-garden-new-delhi,The Drunk Horses Pub,185,"1,700",6 pints of beer + 2 appetizers,4.3,"[['Mon', '12noon – 1am'], ['Tue', '12noon – 1am'], ['Wed', '12noon – 1am'], ['Thu', '12noon – 1am'], ['Fri', '12noon – 1am'], ['Sat', '12noon – 1am'], ['Sun', '12noon – 1am']]",48,"Food,Look & Feel"
"62, Rama Road, Kirti Nagar, New Delhi",011 71564889,"North Indian, Chinese, Continental, Italian, Momos",,,,"Home Delivery,Full Bar Available,Live Sports Screening,Sports TV,Live Music,Serves Cocktails,Table booking recommended,Free Parking,Nightlife,Valet Parking Available,Outdoor Seating,Indoor Seating,Smoking Area",",Where's The Party?,Cocktails & Gin Bars",28.6574438603,77.1519314870,,https://www.zomato.com/ncr/firangi-island-kirti-nagar-new-delhi,Firangi Island,150,"1,200",6 pints of beer + 2 appetizers,4.2,"[['Mon', '4pm – 1am'], ['Tue', '4pm – 1am'], ['Wed', '4pm – 1am'], ['Thu', '4pm – 1am'], ['Fri', '4pm – 1am'], ['Sat', '4pm – 1am'], ['Sun', '4pm – 1am']]",398,"Food,Look & Feel"
"51, 1st Floor, Khan Market, New Delhi",011 71565102,"American, European, BBQ",,,,"Breakfast,Home Delivery,Full Bar Available,Table booking recommended,Wifi,All Day Breakfast,Indoor Seating,Smoking Area",",Counting Calories? Try These 29 Places,Great Breakfasts,Irresistible Food",28.6006482665,77.2274165601,Wide range of steaks,https://www.zomato.com/ncr/smokeys-bbq-and-grill-khan-market-new-delhi,Smokey's BBQ And Grill,250,"2,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.2,"[['Mon', '8am – 12midnight'], ['Tue', '8am – 12midnight'], ['Wed', '8am – 12midnight'], ['Thu', '8am – 12midnight'], ['Fri', '8am – 12midnight'], ['Sat', '8am – 12midnight'], ['Sun', '8am – 12midnight']]",1418,"Food,Service,Look & Feel"
"Gulloy, Orlim, Salcete, Cavelossim, Goa","0832 2844023,  0832 2844024","North Indian, Goan, Asian",,,,"Breakfast,Full Bar Available,Indoor Seating,Outdoor Seating",,15.2181480819,73.9499422163,,https://www.zomato.com/goa/the-avenue-cavelossim,The Avenue,130,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,3.7,"[['Mon', '8:30am – 11pm'], ['Tue', '8:30am – 11pm'], ['Wed', '8:30am – 11pm'], ['Thu', '8:30am – 11pm'], ['Fri', '8:30am – 11pm'], ['Sat', '8:30am – 11pm'], ['Sun', '8:30am – 11pm']]",42,"Food,Look & Feel"
"Behind Vagator Parish Youth Sports Club, Ozran Beach Little Vagator, Goa","+91 9816211193,  +91 8126218540","Asian, European, Continental",,,,"Breakfast,Full Bar Available,Live Music,Free Wifi,Live Entertainment,Outdoor Seating,Table booking recommended",",Food Hygiene Rated Restaurants In Goa",15.5934570842,73.7353504077,,https://www.zomato.com/goa/larive-beach-resort-restaurant-anjuna,Larive Beach Resort & Restaurant,Cash,"1,500",6 pints of beer + 2 appetizers,3.8,"[['Mon', '8am – 12midnight'], ['Tue', '8am – 12midnight'], ['Wed', '8am – 12midnight'], ['Thu', '8am – 12midnight'], ['Fri', '12midnight – 3am, 8am – 12midnight'], ['Sat', '12midnight – 3am, 8am – 12midnight'], ['Sun', '12midnight – 3am, 8am – 12midnight']]",29,
"Hotel Dhruv, Near Choudhary Petrol Pump, Sanganer, Tonk Road, Jaipur","+91 8104450110,  +91 9057406030","North Indian, Finger Food",,,,"Full Bar Available,Table booking not available,Indoor Seating,Outdoor Seating",,26.8150052811,75.8002651110,,https://www.zomato.com/jaipur/hotel-dhruv-restaurant-bar-tonk-road,Hotel Dhruv Restaurant & Bar,100,700,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,2.8,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",9,
"61-62, N Block, Outer Circle, Connaught Place, New Delhi","+91 9810060917,  011 45704414","Italian, Mexican, Continental, North Indian, Finger Food","Thu, 03 October 2019 · Thursday,09:00 pm - 11:55 pm","Groove to the live performance by VEDAS every Thursday 9 pm onwardsAll Tables with a lady, get the privilege of Happy Hours till the bar shuts",Thursday LIVE Band Night + Ladies Night,"Home Delivery,Full Bar Available,Wifi,Valet Parking Available,Live Music,Nightlife,Indoor Seating,Smoking Area",",Pocket Friendly Bars,Cocktails & Gin Bars",28.6302024671,77.2207757458,,https://www.zomato.com/pebblestreetcp,Pebble Street,215,"1,800",6 pints of beer + 2 appetizers,4.1,"[['Mon', '12:30pm – 12midnight'], ['Tue', '12:30pm – 12midnight'], ['Wed', '12:30pm – 12midnight'], ['Thu', '12:30pm – 12midnight'], ['Fri', '12:30pm – 12midnight'], ['Sat', '12:30pm – 12midnight'], ['Sun', '12:30pm – 12midnight']]",1500,"Food,Service,Look & Feel"
"1st Floor, The Palm Springs Plaza, Golf Course Road, Gurgaon","0124 2396333,  +91 9205853023","North Indian, Continental, Chinese, Seafood, Pizza, Italian",,,,"Home Delivery,Wheelchair Accessible,Full Bar Available,Dance Floor,Live Sports Screening,Craft Beer,Live Music,Rooftop,Kid Friendly,Private Dining Area Available,Free Parking,Nightlife,Indoor Seating,Serves Cocktails,Table booking recommended,Smoking Area",",Microbreweries,Rooftops,Cocktails & Gin Bars",28.4451090808,77.1015300974,,https://www.zomato.com/ncr/takamaka-golf-course-road-gurgaon,Takamaka,250,"2,000",6 pints of beer + 2 appetizers,4.1,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",625,"Food,Service,Look & Feel"
"P-11, 2nd & 3rd Floor, Above Sony Centre, Sector 18, Noida",+91 8800119535,"American, Italian",,,,"Full Bar Available,Nightlife,Live Music,Table booking recommended,Indoor Seating,Smoking Area",,28.5682313371,77.3243304715,Finger food and ambiance,https://www.zomato.com/ncr/cheenos-sector-18-noida,Cheenos,350,"1,500",6 pints of beer + 2 appetizers,4.2,"[['Mon', '11am – 1am'], ['Tue', '11am – 1am'], ['Wed', '11am – 1am'], ['Thu', '11am – 1am'], ['Fri', '11am – 1am'], ['Sat', '11am – 1am'], ['Sun', '11am – 1am']]",927,"Food,Look & Feel"
"M 18, 1st floor, M Block Market, Greater Kailash 1 (GK 1), New Delhi","011 40044818,  +91 8448996303","Asian, Japanese, Thai, Malaysian, Sushi, Chinese, Burmese","Fri, 24 May 2019 - Tue, 31 December 2019 · 12:00 pm - 03:00 pm","Time to make your Sunday falvoursome with Tanoshii’s exquisite Brunch menu. Enjoy unlimited Sushi, Dim Sum and Salad being delivered to your ta...ble through an automated delivery system.   Spend your day with us for an absolutely unique and unforgettable dining experience! Yet to witness the amazing? See you on Sunday.  Veg – 1399+ || Non Veg – 1599+12 p.m. to 3 p.m. Read more",Sunday Brunch,"Home Delivery,Wine and Beer,Indoor Seating,Kid Friendly",",Pan-Asian Delicacies,Sunday Brunches",28.5500056030,77.2355151549,,https://www.zomato.com/ncr/tanoshii-trail-greater-kailash-gk-1-new-delhi,Tanoshii Trail,195,"1,800",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.0,"[['Mon', '12noon – 11:30pm'], ['Tue', 'Closed'], ['Wed', '12noon – 11:30pm'], ['Thu', '12noon – 11:30pm'], ['Fri', '12noon – 11:30pm'], ['Sat', '12noon – 11:30pm'], ['Sun', '12noon – 11:30pm']]",449,"Food,Service,Look & Feel"
"Shangri-La's - Eros Hotel, Ground Floor, Shopping Arcade, 19 Ashoka Road, Connaught Place, New Delhi","+91 9100018000,  +91 8376929426",Finger Food,,,,"Full Bar Available,Nightlife,Live Music,4/5 Star,Indoor Seating,Table booking recommended",,28.6209383525,77.2172697634,,https://www.zomato.com/ncr/priveenovele-xo-connaught-place-new-delhi,Priveenovele_XO,295,"2,200",6 pints of beer + 2 appetizers,4.2,"[['Mon', '1pm – 3am'], ['Tue', '1pm – 3am'], ['Wed', '1pm – 3am'], ['Thu', '1pm – 3am'], ['Fri', '1pm – 3am'], ['Sat', '1pm – 3am'], ['Sun', '1pm – 3am']]",100,Food
"Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon","+91 9891715299,  +91 8882678329","European, Continental",,,,"Full Bar Available,Mall Parking,Smoking Area,Nightlife,Outdoor Seating,Indoor Seating,Table booking recommended,Live Entertainment,Live Music,Serves Cocktails",",New on Gold",28.4606624444,77.0952279121,,https://www.zomato.com/ncr/playboy-tap-golf-course-road-gurgaon,Playboy Tap,195,"1,900",6 pints of beer + 2 appetizers,3.8,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",197,"Food,Service,Look & Feel"
"4th & 5th Floor, Plot 13-15, Sector 29, Gurgaon",011 71565070,"Bar Food, North Indian",,,,"Full Bar Available,Live Sports Screening,Valet Parking Available,Live Music,Rooftop,Table booking recommended,Smoking Area,Dance Floor,Nightlife,Indoor Seating,Free Wifi,Wifi",",Rooftops,Where's The Party?",28.4698675733,77.0633672923,,https://www.zomato.com/ncr/big-boyz-lounge-air-bar-sector-29-gurgaon,Big Boyz Lounge Air Bar,165,"1,800",6 pints of beer + 2 appetizers,4.2,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",1187,"Food,Service,Look & Feel"
"11/12/14-A, Ground Floor, Southen Park, Mall District Center, Saket, New Delhi","+91 7303415533,  +91 7303415544","North Indian, Continental, Italian, Lebanese, Sushi","Tue, 01 October 2019 · Today, 09:00 pm - 11:55 pm","Glam up and show up in your sexiest outfit 'cos it's a night dedicated to all you lovely ladies. While the peppy music by DJ Rush gets you g...rooving along, let us pamper you with amazing drinks on the house!For Reservation Call: 7303415533, 7303415566, 8368336643 Read more",Ladies Night With Evil DJ Rush,"Full Bar Available,Live Music,Resto Bar,Smoking Area,Valet Parking Available,Gastro Pub,Indoor Seating,Free Wifi,Wifi,Live Entertainment,Outdoor Seating",",Cocktails & Gin Bars,Where's The Party?",28.5272583977,77.2190034762,,https://www.zomato.com/ncr/toxic-saket-new-delhi,Toxic,195,"1,900",6 pints of beer + 2 appetizers,4.1,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",338,"Food,Service,Look & Feel"
"Pullman New Delhi Aerocity, Asset 2, Hospitality District, Aerocity, New Delhi",011 66104035,"Modern Indian, European, South Indian",,,,"Breakfast,Wheelchair Accessible,Full Bar Available,Valet Parking Available,Indoor Seating,4/5 Star,Smoking Area,Wifi,Buffet,Table reservation required,Luxury Dining,Brunch",",Sunday Brunches,Romantic",28.5545242751,77.1240068350,,https://www.zomato.com/ncr/pluck-pullman-new-delhi-aerocity-aerocity-new-delhi,Pluck - Pullman New Delhi Aerocity,425,"3,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.4,"[['Mon', '6:30am – 10:30am, 12:30pm – 3pm, 6pm – 11:30pm'], ['Tue', '6:30am – 10:30am, 12:30pm – 3pm, 6pm – 11:30pm'], ['Wed', '6:30am – 10:30am, 12:30pm – 3pm, 6pm – 11:30pm'], ['Thu', '6:30am – 10:30am, 12:30pm – 3pm, 6pm – 11:30pm'], ['Fri', '6:30am – 10:30am, 12:30pm – 3pm, 6pm – 11:30pm'], ['Sat', '6:30am – 11am, 12:30pm – 3pm, 6pm – 11:30pm'], ['Sun', '6:30am – 11am, 12:30pm – 3pm, 6pm – 11:30pm']]",847,"Food,Service,Look & Feel"
"4, Sunder Nagar, New Delhi","+91 9999121097,  +91 8859741837",North Indian,,,,"Home Delivery,Full Bar Available,Wifi,Indoor Seating,Table booking recommended,Smoking Area",",Dining out with Family?",28.6024015000,77.2410685000,,https://www.zomato.com/ncr/masala-house-sunder-nagar-new-delhi,Masala House,195,"1,800",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.4,"[['Mon', '12noon – 5pm, 6:30pm – 11:30pm'], ['Tue', '12noon – 5pm, 6:30pm – 11:30pm'], ['Wed', '12noon – 5pm, 6:30pm – 11:30pm'], ['Thu', '12noon – 5pm, 6:30pm – 11:30pm'], ['Fri', '12noon – 5pm, 6:30pm – 11:30pm'], ['Sat', '12noon – 5pm, 6:30pm – 11:30pm'], ['Sun', '12noon – 5pm, 6:30pm – 11:30pm']]",1157,"Food,Service,Look & Feel"
"K-2, Middle Circle, Connaught Place, New Delhi","+91 9717590444,  +91 9560475656","Continental, American, Tex-Mex, North Indian",,,,"Home Delivery,Full Bar Available,Nightlife,Indoor Seating,Wifi,Table booking recommended,Smoking Area",",Pocket Friendly Bars",28.6349149947,77.2203714028,,https://www.zomato.com/ncr/route-04-connaught-place-new-delhi,Route 04,99,"1,200",6 pints of beer + 2 appetizers,3.6,"[['Mon', '12noon – 1am'], ['Tue', '12noon – 1am'], ['Wed', '12noon – 1am'], ['Thu', '12noon – 1am'], ['Fri', '12noon – 1am'], ['Sat', '12noon – 1am'], ['Sun', '12noon – 1am']]",2360,"Food,Service,Look & Feel"
